match,rival,date,season_order,player,jersey,position,shot_type,situation,body_part,xg,xgot,minute,added,goal_mouth,pitch_x,pitch_y,era
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,V. Aboubakar,45,F,post,regular,right-foot,0.2886,,77,0,left,30.6,8.4,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,M. Məmmədov,—,M,save,regular,right-foot,0.07392,0.07266,68,0,low-right,44.2,3.15,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,I. Faraj,11,M,miss,regular,left-foot,0.2286,,90,3,close-high-left,31.96,15.75,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,I. Faraj,11,M,save,regular,right-foot,0.02816,0.0346,90,3,high-centre,16.32,18.9,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,A. Shtohrin,70,M,block,regular,right-foot,0.6259,,90,2,low-centre,38.08,8.4,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,V. Aboubakar,45,F,post,regular,right-foot,0.306,,90,2,high,31.96,6.3,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,F. Vargas,10,M,save,regular,right-foot,0.2056,0.1901,90,2,low-centre,41.48,12.6,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,V. Aboubakar,45,F,post,regular,right-foot,0.276,,88,0,right,29.24,12.6,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,M. Məmmədov,—,M,block,throw-in-set-piece,left-foot,0.006279,,61,0,low-centre,30.6,15.75,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,V. Aboubakar,45,F,save,regular,right-foot,0.08264,0.05187,62,0,low-centre,30.6,19.95,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,I. Faraj,11,M,save,regular,right-foot,0.4941,0.8477,67,0,low-left,31.96,8.4,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,B. Almeyda,33,F,save,regular,head,0.1822,0.6424,48,0,low-left,31.96,8.4,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,E. Safarov,7,M,miss,set-piece,right-foot,0.0161,,5,0,close-high-right,44.88,13.65,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,B. Almeyda,33,F,block,regular,left-foot,0.02041,,79,0,low-centre,37.4,21.0,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,V. Aboubakar,45,F,goal,corner,head,0.1545,0.5987,90,1,low-right,37.4,8.4,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,V. Aboubakar,45,F,goal,regular,right-foot,0.5956,0.7372,60,0,low-centre,32.64,4.2,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,B. Almeyda,33,F,miss,regular,head,0.1468,,5,0,close-right,39.44,4.2,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,Igor,4,D,block,corner,right-foot,0.03823,,12,0,low-centre,36.72,12.6,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,B. Sambou,9,F,miss,regular,head,0.363,,21,0,close-high-right,32.64,4.2,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,I. Faraj,11,M,block,regular,right-foot,0.01106,,23,0,low-centre,19.04,16.8,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,Igor,4,D,miss,corner,head,0.09728,,30,0,close-left,34.0,9.45,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,E. Makhmudov,8,M,block,throw-in-set-piece,left-foot,0.001865,,34,0,low-centre,34.68,26.25,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,F. Vargas,10,M,block,regular,right-foot,0.007295,,34,0,low-centre,51.68,24.15,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,I. Faraj,11,M,block,corner,right-foot,0.01567,,39,0,low-centre,30.6,25.2,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,B. Almeyda,33,F,miss,regular,right-foot,0.02748,,39,0,close-high-right,24.48,15.75,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,B. Almeyda,33,F,miss,regular,head,0.2071,,45,3,close-high-right,39.44,3.15,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,S. D'almeida,6,M,block,regular,right-foot,0.01423,,62,0,low-centre,31.96,24.15,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,M. Khachayev,17,D,block,regular,right-foot,0.1756,,62,0,low-centre,32.64,16.8,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,V. Aboubakar,45,F,block,regular,right-foot,0.05586,,71,0,low-centre,38.08,7.35,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,V. Aboubakar,45,F,miss,set-piece,head,0.2234,,75,0,close-high-right,32.64,7.35,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,V. Aboubakar,45,F,block,throw-in-set-piece,right-foot,0.01256,,77,0,low-centre,24.48,13.65,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,9.03,1509,M. Məmmədov,—,M,save,regular,left-foot,0.02522,0.1336,84,0,high-right,37.4,25.2,with
Gabala - Neftchi (15.03),Gabala,15.03,1515,M. Məmmədov,—,M,save,regular,left-foot,0.0848,0.3391,90,0,low-left,33.32,25.2,
Gabala - Neftchi (15.03),Gabala,15.03,1515,F. Vargas,10,M,miss,regular,right-foot,0.2186,,85,0,close-high-right,41.48,10.5,
Gabala - Neftchi (15.03),Gabala,15.03,1515,M. Məmmədov,—,M,goal,regular,left-foot,0.203,0.2228,77,0,low-centre,25.84,11.55,
Gabala - Neftchi (15.03),Gabala,15.03,1515,E. Makhmudov,8,M,goal,penalty,right-foot,0.76,0.81,69,0,low-left,34.0,10.5,
Gabala - Neftchi (15.03),Gabala,15.03,1515,B. Almeyda,33,F,miss,throw-in-set-piece,head,0.0628,,64,0,close-high,32.64,9.45,
Gabala - Neftchi (15.03),Gabala,15.03,1515,I. Faraj,11,M,save,throw-in-set-piece,right-foot,0.265,0.4682,45,0,high-centre,25.84,12.6,
Gabala - Neftchi (15.03),Gabala,15.03,1515,E. Safarov,7,M,save,throw-in-set-piece,left-foot,0.3286,0.3355,45,0,low-centre,29.24,10.5,
Gabala - Neftchi (15.03),Gabala,15.03,1515,M. Seck,24,D,miss,regular,right-foot,0.0543,,32,0,close-high,23.12,18.9,
Gabala - Neftchi (15.03),Gabala,15.03,1515,M. Ifeanyi,18,M,save,regular,right-foot,0.024,0.0462,30,0,high-centre,27.88,23.1,
Gabala - Neftchi (15.03),Gabala,15.03,1515,B. Sambou,9,F,goal,corner,left-foot,0.6686,0.9592,22,0,low-left,33.32,2.1,
